px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.63498	-12.3494	-2.32855	1.2892	-0.566058	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	3498.84
9.52746	-12.5082	-2.41316	1.20798	-0.613209	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	9138.06
9.42543	-12.5957	-2.28281	1.10137	-0.71753	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	3555.5
9.31759	-12.7215	-2.35394	1.0288	-0.751387	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	9243.38
9.21958	-12.8211	-2.32002	0.948827	-0.80374	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	3607.05
9.09612	-12.939	-2.38269	0.875233	-0.830294	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	9284.13
8.91497	-13.0075	-2.32682	0.691234	-1.02208	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	3721.01
8.77666	-13.0878	-2.36888	0.611784	-1.04287	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	9186.06
8.66753	-13.1494	-2.37575	0.549723	-1.05428	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	3662.68
8.50902	-13.2271	-2.47381	0.472473	-1.07361	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	9205.65
8.29818	-13.244	-2.59675	0.287669	-1.25501	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	3684.34
8.17566	-13.254	-2.56274	0.215608	-1.26502	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	9012.75
8.05996	-13.2817	-2.49986	0.170117	-1.22914	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	3677.87
7.90942	-13.2952	-2.51909	0.0947567	-1.23537	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	8903.2
7.72174	-13.2796	-2.65335	-0.0245871	-1.30709	7.57824	-13.1345	7.65	-13.25	-3.62957	0	3679.58
7.54764	-13.2718	-2.705	-0.101752	-1.30904	7.45422	-13.2433	7.45	-13.25	-3.62953	0	8629.85
7.42149	-13.2633	-2.62194	-0.152271	-1.27594	7.33241	-13.2718	7.3	-13.25	-2.7301	0	3695.93
7.24348	-13.2444	-2.69275	-0.219639	-1.26935	7.13166	-13.2372	7.15	-13.25	-2.73007	0	8426.29
7.11812	-13.2189	-2.60102	-0.271653	-1.23944	6.97467	-13.1643	7	-13.25	-2.72703	0	3653.3
6.94485	-13.1958	-2.67255	-0.32455	-1.22139	6.84852	-13.2404	6.85	-13.25	-2.727	0	8268.27
6.80363	-13.1493	-2.68081	-0.388233	-1.21798	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	3704.82
6.63629	-13.1092	-2.7388	-0.436845	-1.198	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	8030.15
6.49592	-13.0369	-2.74755	-0.504295	-1.19829	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	3595.88
6.33081	-12.9839	-2.80185	-0.546217	-1.17341	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	7768.95
6.21994	-12.9256	-2.66648	-0.592228	-1.14363	6.09711	-13.0021	6.1	-13	-2.73	0.910004	3605.68
6.05483	-12.8729	-2.72661	-0.620573	-1.10876	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	7549.78
5.9581	-12.821	-2.6213	-0.657303	-1.08339	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	3657.72
5.79982	-12.7677	-2.69018	-0.673434	-1.04454	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	7334.16
5.68681	-12.6846	-2.66649	-0.722808	-1.03538	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	3589.51
5.54318	-12.5995	-2.70881	-0.756254	-1.01145	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	7037.53
5.43438	-12.4946	-2.70118	-0.809871	-1.008	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	3460.45
5.30846	-12.4008	-2.72303	-0.844419	-0.987252	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	6784.17
5.20127	-12.286	-2.77569	-0.894919	-0.986164	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	3485.58
5.05879	-12.1944	-2.80897	-0.909003	-0.946336	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	6506.13
4.98609	-12.1045	-2.62007	-0.9513	-0.929694	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	3372.72
4.88446	-11.9986	-2.62984	-0.985026	-0.912467	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	6249.13
4.77964	-11.8476	-2.85119	-1.03419	-0.917525	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	3379.2
4.6822	-11.7237	-2.85797	-1.06745	-0.900476	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	5929.63
4.63301	-11.6135	-2.63693	-1.11884	-0.897982	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	3157.57
4.56059	-11.495	-2.63207	-1.15562	-0.885816	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	5708.32
4.4667	-11.3153	-2.93009	-1.19371	-0.876274	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	3183.79
4.42413	-11.1606	-2.92574	-1.25148	-0.885961	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	5355.25
4.42228	-11.0571	-2.62556	-1.32021	-0.909297	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	3073.99
4.38169	-10.9248	-2.61928	-1.36227	-0.901564	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	5160.85
4.37986	-10.8008	-2.46901	-1.43004	-0.923193	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	2914.34
4.38144	-10.6617	-2.46915	-1.49363	-0.936034	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	4944.29
4.35579	-10.5183	-2.60908	-1.52269	-0.912575	4.45256	-10.5332	4.45	-10.5	0	3.00113	2895.85
4.37911	-10.3771	-2.62072	-1.58924	-0.933242	4.44692	-10.3512	4.45	-10.35	0	3.00113	4734.84
4.39268	-10.2373	-2.61936	-1.6452	-0.943324	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	2705.74
4.44687	-10.089	-2.64805	-1.72472	-0.975077	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	4554.92
4.47077	-9.94907	-2.68505	-1.77127	-0.969914	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	2641.8
4.5434	-9.79901	-2.72611	-1.85205	-1.00121	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	4383.95
4.64579	-9.67119	-2.59425	-1.97683	-1.0927	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	2485.61
4.71574	-9.54015	-2.60319	-2.04366	-1.0993	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	4254.54
4.74672	-9.39935	-2.67289	-2.05425	-1.03233	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	2453.92
4.83362	-9.26566	-2.69381	-2.12045	-1.04096	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	4089.5
4.89079	-9.12586	-2.7405	-2.14381	-0.994499	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	2328.73
4.99517	-8.99116	-2.77693	-2.20871	-1.00349	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	3943.39
5.05645	-8.84919	-2.8202	-2.21686	-0.937948	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	2218.87
5.18434	-8.70579	-2.89152	-2.28121	-0.948471	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	3805.93
5.30671	-8.59042	-2.89814	-2.34978	-0.970983	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	2132.12
5.42622	-8.47154	-2.91811	-2.40293	-0.97041	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	3735.88
5.48382	-8.3472	-2.87755	-2.38271	-0.863364	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	2076.75
5.58739	-8.24322	-2.85537	-2.42459	-0.858733	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	3648.54
5.73508	-8.15817	-2.86782	-2.50655	-0.91065	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	2002.01
5.86333	-8.06099	-2.87618	-2.55357	-0.907674	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	3656.07
5.89765	-7.94504	-2.72334	-2.49478	-0.73884	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	1943
6.03187	-7.83265	-2.77519	-2.52968	-0.732184	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	3581.85
6.12956	-7.7314	-2.73635	-2.53126	-0.670247	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	1861.13
6.25764	-7.62929	-2.76397	-2.56108	-0.663125	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	3565.97
6.34826	-7.5259	-2.70232	-2.54836	-0.584789	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	1788.34
6.47146	-7.42785	-2.72033	-2.57219	-0.576742	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	3548.8
6.59528	-7.3417	-2.71689	-2.59372	-0.560249	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	1738.18
6.73678	-7.23613	-2.77171	-2.61366	-0.548978	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	3578.99
6.82627	-7.13614	-2.68006	-2.59057	-0.464759	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	1675.65
6.96389	-7.03616	-2.72555	-2.60672	-0.454996	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	3601.79
7.08985	-6.96315	-2.74829	-2.63136	-0.45911	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	1641.63
7.22873	-6.86014	-2.81807	-2.6396	-0.443778	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	3654.52
7.26897	-6.74602	-2.61419	-2.56097	-0.284444	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	1583.85
7.37742	-6.64645	-2.64313	-2.55987	-0.269731	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	3610.34
7.57129	-6.61163	-2.80205	-2.66654	-0.413834	7.67988	-6.69347	7.5	-6.55	2.72747	0	1642.97
7.6944	-6.55003	-2.77089	-2.68984	-0.415121	7.64389	-6.55777	7.65	-6.55	2.72745	0	3779.13
7.78156	-6.47224	-2.60171	-2.6612	-0.329018	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	1623.61
7.89975	-6.39476	-2.59937	-2.67045	-0.320899	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	3787.34
8.04614	-6.33547	-2.67026	-2.70913	-0.357091	7.9171	-6.24084	8	-6.3	2.72648	0.908821	1541.09
8.1754	-6.26632	-2.67156	-2.72283	-0.351521	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	3908.4
8.22466	-6.17673	-2.37586	-2.65642	-0.213746	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	1568.92
8.35243	-6.07654	-2.43293	-2.64721	-0.192439	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	3917.41
8.51346	-6.02253	-2.58535	-2.69954	-0.2619	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	1513.99
8.64765	-5.93837	-2.61679	-2.70059	-0.248495	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	4051.78
8.73557	-5.85425	-2.47293	-2.66571	-0.17432	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	1512.58
8.86354	-5.75691	-2.51732	-2.65506	-0.154118	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	4096.15
8.99682	-5.68457	-2.57065	-2.66847	-0.166816	8.91028	-5.47662	9	-5.55	2.73109	1.82073	1476.68
9.13386	-5.57859	-2.62835	-2.65402	-0.143167	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	4201.97
9.23232	-5.48825	-2.5256	-2.62019	-0.0805051	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	1512.78
9.35692	-5.3787	-2.57167	-2.60056	-0.0569208	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	4255.95
9.48827	-5.29939	-2.61713	-2.60837	-0.0680287	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	1482.73
9.62668	-5.17613	-2.69021	-2.58461	-0.0407378	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	4385.44
9.67573	-5.06313	-2.47322	-2.49873	0.0930264	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	1524.38
9.77666	-4.95263	-2.51517	-2.47299	0.113347	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	4418.18
9.87938	-4.85659	-2.49818	-2.45221	0.13484	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	1506.66
9.98052	-4.74316	-2.5213	-2.42865	0.150067	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	4485.1
10.0831	-4.64502	-2.51854	-2.41239	0.161271	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	1498.8
10.1832	-4.52432	-2.54941	-2.38683	0.177031	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	4562.56
10.3281	-4.44367	-2.67058	-2.43102	0.0944268	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	1501.54
10.4455	-4.3194	-2.71535	-2.41237	0.107359	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	4722.29
10.4719	-4.18077	-2.48203	-2.29944	0.267812	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	1519.91
10.5659	-4.04271	-2.53462	-2.26712	0.284647	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	4716.89
10.6505	-3.92418	-2.53716	-2.24053	0.299001	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	1479.69
10.7468	-3.76756	-2.61672	-2.20454	0.317659	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	4794.36
10.857	-3.65856	-2.67296	-2.22031	0.266445	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	1489.15
10.9463	-3.52017	-2.70554	-2.1964	0.275129	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	4880.55
10.9869	-3.37542	-2.62382	-2.119	0.367848	11.0183	-3.30073	11	-3.3	0.908549	2.72563	1495
11.0655	-3.22053	-2.67734	-2.08701	0.378953	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	4907.14
11.1147	-3.07697	-2.655	-2.03432	0.425831	11.1054	-3.01303	11.1	-3	0.90888	2.72663	1478.66
11.1752	-2.91816	-2.69671	-1.99835	0.437406	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	4902.11
11.2231	-2.77312	-2.694	-1.95799	0.46044	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	1461.19
11.275	-2.60838	-2.73836	-1.92195	0.470223	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	4927.59
11.2293	-2.42003	-2.6758	-1.75626	0.686323	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	1550.17
11.2403	-2.26665	-2.68044	-1.70924	0.694621	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	4812.8
11.3437	-2.1835	-2.59334	-1.80517	0.486974	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	1415.93
11.3728	-2.02366	-2.63111	-1.77245	0.491924	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	4924.33
11.3645	-1.86771	-2.62813	-1.70243	0.554495	11.224	-1.77367	11.35	-1.8	0	2.71996	1408.31
11.3802	-1.70051	-2.67199	-1.66683	0.558646	11.3661	-1.64386	11.35	-1.65	0	2.71993	4889.76
11.3776	-1.54716	-2.68082	-1.62005	0.581136	11.2691	-1.47976	11.35	-1.5	0	2.73448	1398.8
11.376	-1.38462	-2.70849	-1.58236	0.586126	11.3391	-1.34511	11.35	-1.35	0	2.73446	4832.05
11.2645	-1.21438	-2.78022	-1.408	0.809473	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	1448.04
11.2256	-1.06874	-2.7947	-1.35898	0.816912	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	4671.38
11.1586	-0.916048	-2.85694	-1.27931	0.874322	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	1334.03
11.1071	-0.77018	-2.87638	-1.23131	0.877669	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	4591.46
11.0023	-0.604043	-2.98495	-1.12858	0.961514	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	1333.56
10.9137	-0.483814	-2.93691	-1.06443	0.973395	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	4385.45
10.8225	-0.347065	-2.95538	-1.00005	0.990563	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	1304.41
10.7197	-0.252598	-2.8858	-0.930756	1.00718	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	4228.84
10.548	-0.110203	-3.18196	-0.803699	1.13174	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	1319.18
10.4202	-0.046584	-3.10669	-0.725056	1.15609	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	3991.02
10.3177	0.0315952	-3.00271	-0.675121	1.13925	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	1182.67
10.1879	0.0766724	-2.93827	-0.59531	1.16468	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	3842.38
10.091	0.131326	-2.78573	-0.54645	1.1441	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	1136.28
9.96339	0.16228	-2.73857	-0.468103	1.16743	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	3698.34
9.81713	0.219282	-2.84847	-0.395431	1.19109	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	1136.08
9.67876	0.210393	-2.78316	-0.300663	1.22994	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	3502.29
9.53007	0.245314	-2.85929	-0.231539	1.24206	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	1073.98
9.38158	0.239565	-2.83829	-0.145402	1.26753	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	3283.86
9.28441	0.216945	-2.52744	-0.06312	1.2751	9.46113	0.134275	9.25	0.15	-1.81915	0	1000.34
9.14457	0.205967	-2.51998	0.0174812	1.28628	9.13787	0.161547	9.15	0.15	-1.81913	0	3138.89
8.99232	0.216998	-2.68142	0.0700538	1.27508	9.02723	0.196492	9	0.2	-2.99927	0.99976	972.311
8.85366	0.21482	-2.69355	0.12655	1.26684	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	2931.13
8.70087	0.209231	-2.80206	0.176185	1.2518	8.67607	0.247512	8.7	0.25	-2.99873	0	904.392
8.56221	0.196664	-2.80573	0.22691	1.23918	8.54916	0.247046	8.55	0.25	-2.99871	0	2756.42
8.42033	0.163094	-2.7733	0.291942	1.23663	8.44086	0.253341	8.4	0.25	-2.72872	0	837.321
8.27017	0.150634	-2.77456	0.332768	1.20811	8.2302	0.258614	8.25	0.25	-2.72871	0	2546.31
8.11936	0.124119	-2.87767	0.367758	1.17828	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	798.154
7.9815	0.0832464	-2.87935	0.415422	1.16639	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	2376.28
7.82627	0.0515352	-2.9915	0.43837	1.12383	7.82213	0.149733	7.8	0.15	-3.00101	0	754.174
7.68551	0.0262947	-2.97487	0.463592	1.09197	7.63383	0.15164	7.65	0.15	-3.00099	0	2193.66
7.5408	-0.0324464	-2.96197	0.510402	1.07849	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	673.767
7.39523	-0.0692367	-2.93159	0.536469	1.04459	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	2025.34
7.28664	-0.140688	-2.83823	0.596461	1.0596	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	592.201
7.17013	-0.181232	-2.79847	0.621433	1.0314	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	1919.38
6.99722	-0.233696	-2.94943	0.61914	0.95391	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	581.906
6.86777	-0.305114	-2.92005	0.655238	0.937432	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	1761.46
6.81535	-0.428014	-2.69343	0.771233	1.03773	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	498.292
6.72677	-0.503598	-2.66065	0.812366	1.02712	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	1715.33
6.62589	-0.581135	-2.68975	0.836537	0.989362	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	537.949
6.54108	-0.669135	-2.66684	0.879072	0.982571	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	1626.53
6.4906	-0.80393	-2.59567	0.981345	1.06042	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	466.961
6.42501	-0.923664	-2.60793	1.04085	1.06679	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	1601.84
6.37907	-1.06315	-2.60556	1.12888	1.1165	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	480.406
6.33027	-1.19513	-2.62476	1.19192	1.12334	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	1583.12
6.32805	-1.37351	-2.66406	1.32495	1.23325	6.5527	-1.43518	6.35	-1.4	0	-3.00132	523.472
6.30746	-1.51253	-2.67505	1.39361	1.23984	6.35503	-1.55184	6.35	-1.55	0	-3.00129	1616.49
6.28724	-1.65228	-2.66188	1.45854	1.2349	6.33086	-1.6454	6.35	-1.65	0	-1.81769	517.978
6.28778	-1.78631	-2.63032	1.53044	1.24001	6.34356	-1.7483	6.35	-1.75	0	-1.81769	1627.95
6.30459	-1.94817	-2.71266	1.62499	1.28858	6.34522	-1.96081	6.35	-1.95	0	-3.99976	557.936
6.31935	-2.0905	-2.72645	1.69211	1.29046	6.34095	-2.12276	6.35	-2.15	0	-3.99972	1682.44
6.31432	-2.18753	-2.58759	1.71696	1.22829	6.3068	-2.23646	6.35	-2.25	0	-2	589.458
6.33777	-2.32188	-2.60198	1.77884	1.22785	6.34785	-2.35274	6.35	-2.35	0	-1.99998	1726.35
6.34711	-2.42985	-2.51411	1.81558	1.18978	6.26272	-2.46894	6.35	-2.5	0	-3	622.014
6.3754	-2.56943	-2.55199	1.86946	1.18192	6.36265	-2.64414	6.35	-2.65	0	-3	1790.64
6.42412	-2.71827	-2.66009	1.93807	1.2	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	697.131
6.46968	-2.86277	-2.70181	1.99005	1.18948	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	1903.11
6.53806	-3.02473	-2.85547	2.05568	1.20467	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	786.796
6.59164	-3.19312	-2.93077	2.09303	1.17713	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	2046.14
6.63639	-3.30095	-2.70109	2.12742	1.12699	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	833.281
6.69833	-3.45476	-2.74316	2.16638	1.1016	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	2128.22
6.77074	-3.5816	-2.77024	2.21151	1.09104	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	900.76
6.83096	-3.72727	-2.81272	2.23622	1.05875	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	2270.24
6.89222	-3.83832	-2.67616	2.2714	1.02822	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	931.301
6.95625	-3.99894	-2.72472	2.28618	0.983729	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	2409.09
7.00735	-4.08599	-2.45012	2.31637	0.94772	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	1021.16
7.06508	-4.22457	-2.47633	2.32854	0.906555	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	2508.67
7.14474	-4.3358	-2.5121	2.35867	0.890945	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	1104.4
7.18864	-4.47965	-2.54094	2.34894	0.835331	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	2662.12
7.30081	-4.62229	-2.78134	2.37743	0.827235	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	1217.96
7.36702	-4.76982	-2.81002	2.37165	0.7785	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	2890.99
7.42299	-4.85432	-2.58216	2.38873	0.749794	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	1231.11
7.47713	-4.99603	-2.6034	2.37483	0.696962	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	3028.8
7.55322	-5.09766	-2.5719	2.39223	0.678198	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	1294.89
7.59697	-5.25113	-2.5931	2.36235	0.612919	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	3195.86
7.68221	-5.36223	-2.64333	2.37756	0.598259	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	1361.31
7.74751	-5.50121	-2.66416	2.36405	0.553779	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	3410.7
7.82335	-5.60337	-2.61119	2.3748	0.535249	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	1443.65
7.87345	-5.76133	-2.63825	2.34005	0.472524	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	3602.81
7.95867	-5.87052	-2.68407	2.35205	0.461874	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	1485.59
8.02398	-6.01128	-2.70344	2.33367	0.419736	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	3802.37
8.08469	-6.10046	-2.53519	2.33823	0.399602	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	1575.13
8.1387	-6.23576	-2.54868	2.31537	0.356395	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	3959.22
8.25241	-6.3661	-2.78511	2.33093	0.358556	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	1672.17
8.31967	-6.51553	-2.80972	2.30646	0.315836	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	4239.36
8.37686	-6.60779	-2.53444	2.30474	0.290999	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	1725.61
8.43247	-6.75635	-2.54739	2.27602	0.246303	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	4373.68
8.52734	-6.8776	-2.64488	2.28304	0.242571	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	1856.91
8.57147	-7.02729	-2.66018	2.24605	0.193736	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	4606.67
8.65187	-7.1398	-2.7168	2.2512	0.190885	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	1831.78
8.71268	-7.27369	-2.72676	2.23252	0.162832	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	4837.55
8.80095	-7.39693	-2.78724	2.23615	0.159611	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	1988.75
8.85096	-7.54975	-2.8059	2.20256	0.118257	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	5093.52
8.89504	-7.64633	-2.60622	2.18867	0.0927251	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	2020.58
8.93852	-7.77976	-2.61149	2.16229	0.0619184	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	5254.12
9.0583	-7.93104	-2.9158	2.18112	0.0864068	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	2194.26
