px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.46292	0.243462	3.04035	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0	2.33554e-316
8.45053	0.251376	3.03511	0.000681892	2.98284e-05	8.44818	0.251553	8.45	0.25	-3.00027	0	69.226
8.4732	0.246553	2.53159	-0.034641	-0.00439568	8.56759	0.241943	8.45	0.25	0	0	655.18
8.50321	0.250331	2.45056	-0.0124262	-0.00175772	8.45582	0.253997	8.45	0.25	0	0	1600.17
8.36249	0.233916	0.188761	-0.127676	-0.0378975	8.42544	0.254042	8.35	0.25	-1.81979	0	726.191
8.32517	0.241645	0.0955971	-0.0945084	-0.0301889	8.23962	0.24916	8.25	0.25	-1.81978	0	1981.53
8.00771	0.263976	-2.82157	-0.0649533	-0.0153124	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	737.602
7.87738	0.246342	-2.83498	-0.020055	0.0750304	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	1998.79
7.70501	0.222946	-2.9524	0.125536	0.19412	7.61269	0.155818	7.7	0.15	-2.99982	0	646.981
7.5741	0.181377	-2.96756	0.218272	0.262384	7.54016	0.159641	7.55	0.15	-2.99982	0	1928.41
7.47617	0.0687438	-2.80844	0.478095	0.499562	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	621.002
7.34558	0.0192612	-2.80124	0.465366	0.465604	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	1863.7
7.18224	0.0184904	-2.86814	0.329686	0.17146	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	609.215
7.04045	-0.0421395	-2.8716	0.351583	0.182055	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	1765.14
6.94581	-0.158175	-2.67333	0.548816	0.780247	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	514.539
6.83004	-0.246137	-2.67654	0.604876	0.800843	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	1686.67
6.71979	-0.326286	-2.68813	0.641648	0.781826	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	514.869
6.62086	-0.426412	-2.70488	0.701963	0.812623	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	1613.86
6.57758	-0.59343	-2.68697	1.00502	1.53409	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	485.133
6.51936	-0.692738	-2.65386	1.07187	1.52488	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	1593.25
6.47445	-0.853492	-2.6952	1.24691	1.7432	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	464.71
6.43862	-1.00905	-2.71528	1.35252	1.75162	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	1566.87
6.32895	-1.07631	-2.5333	1.17888	1.16928	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	502.652
6.27492	-1.21613	-2.55542	1.24212	1.1628	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	1489.33
6.36157	-1.42525	-2.66633	1.60369	1.73492	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	512.861
6.36978	-1.58976	-2.70645	1.69953	1.72964	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	1586.84
6.30996	-1.6596	-2.40914	1.60299	1.39201	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	541.72
6.29987	-1.81699	-2.489	1.65834	1.36404	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	1584.07
6.34423	-1.98464	-2.64701	1.78887	1.46946	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	580.51
6.36739	-2.13961	-2.70269	1.85141	1.45111	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	1682.88
6.35973	-2.26019	-2.52772	1.85077	1.31932	6.32593	-2.40018	6.35	-2.4	0	-2.72613	614.882
6.38599	-2.42865	-2.59735	1.90257	1.29068	6.34927	-2.55175	6.35	-2.55	0	-2.72611	1739.55
6.43339	-2.58288	-2.64853	1.96781	1.28431	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	684.652
6.47629	-2.74603	-2.70227	2.01624	1.25736	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	1836.24
6.49425	-2.85405	-2.53772	2.03165	1.18552	6.46536	-3.00452	6.45	-3	0	-2.99754	729.02
6.52368	-3.01172	-2.60699	2.05385	1.14354	6.44119	-3.14955	6.45	-3.15	0	-2.99754	1919.03
6.58333	-3.15995	-2.64963	2.10131	1.127	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	804.398
6.62952	-3.32814	-2.70918	2.12479	1.0856	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	2042.62
6.71431	-3.48219	-2.81938	2.1794	1.08564	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	876.695
6.78952	-3.6434	-2.86637	2.21276	1.05725	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	2225.18
6.85878	-3.76514	-2.75099	2.24869	1.02689	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	943.385
6.92775	-3.92754	-2.79824	2.26662	0.986766	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	2362.22
6.99639	-4.04368	-2.68554	2.29785	0.958042	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	998.98
7.05579	-4.20555	-2.72455	2.30152	0.908251	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	2493.2
7.10641	-4.29481	-2.45368	2.326	0.872428	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	1068.08
7.16073	-4.43654	-2.47592	2.32942	0.82783	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	2610.56
7.23547	-4.5423	-2.42941	2.35816	0.809423	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	1122.13
7.28445	-4.69647	-2.45843	2.34522	0.7517	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	2773.72
7.39712	-4.83785	-2.66491	2.37331	0.74269	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	1244.39
7.45362	-4.99815	-2.68441	2.35504	0.683276	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	2965.07
7.53141	-5.10929	-2.6208	2.37224	0.661317	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	1266.25
7.58546	-5.27602	-2.64517	2.3448	0.596654	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	3159.6
7.67704	-5.39446	-2.63693	2.36225	0.58044	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	1382.85
7.74372	-5.54355	-2.6524	2.34767	0.533383	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	3356.98
7.82144	-5.65061	-2.58651	2.36009	0.515153	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	1408.12
7.87267	-5.80942	-2.59996	2.32892	0.45515	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	3531.61
7.99674	-5.95049	-2.89946	2.34833	0.457888	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	1545.3
8.0589	-6.10657	-2.9171	2.32067	0.406622	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	3809.3
8.15031	-6.22595	-2.82949	2.32924	0.390291	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	1629.44
8.22968	-6.37244	-2.83909	2.31726	0.356358	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	4025.4
8.30907	-6.48245	-2.74726	2.32301	0.340796	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	1637.92
8.36821	-6.64102	-2.75709	2.29265	0.291238	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	4223.99
8.45653	-6.75857	-2.7501	2.29973	0.282258	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	1723.36
8.52711	-6.89972	-2.75295	2.28423	0.251102	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	4446.37
8.59914	-7.00219	-2.70523	2.28684	0.240318	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	1793.43
8.64909	-7.14679	-2.71639	2.25639	0.1977	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	4682.01
8.76285	-7.28515	-2.93909	2.269	0.205467	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	1947.19
8.8218	-7.43995	-2.95452	2.23894	0.164826	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	4981.2
8.8812	-7.54935	-2.72384	2.22801	0.138499	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	2012.49
8.93857	-7.69747	-2.72814	2.20274	0.105386	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	5164.41
9.01813	-7.81731	-2.76954	2.20377	0.102233	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	2077.9
9.06199	-7.96431	-2.77894	2.17131	0.0644688	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	5421.55
9.09856	-8.06298	-2.53798	2.1526	0.0351646	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	2088.14
9.14499	-8.2025	-2.54148	2.12713	0.00777249	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	5600.53
9.22457	-8.32995	-2.64946	2.12933	0.0127791	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	2267.27
9.25665	-8.47622	-2.66281	2.09297	-0.0240741	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	5871.01
9.29737	-8.58833	-2.49732	2.07218	-0.0497672	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	2313.62
9.3328	-8.73054	-2.50371	2.04222	-0.0767795	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	6062.71
9.47131	-8.91268	-3.04213	2.08305	-0.0111014	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	2502.57
9.516	-9.07693	-3.06456	2.05146	-0.0419602	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	6474.56
9.55129	-9.19433	-2.88363	2.02608	-0.0736945	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	2512.16
9.59555	-9.33552	-2.88788	2.00657	-0.0894916	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	6692.24
9.62867	-9.45172	-2.76778	1.98513	-0.111961	9.47534	-9.42627	9.55	-9.5	0	-3.00023	2561.27
9.64741	-9.60459	-2.78311	1.94766	-0.143673	9.54779	-9.64959	9.55	-9.65	0	-3.0002	6919.51
9.71117	-9.74975	-2.87056	1.94755	-0.132311	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	2739.21
9.7326	-9.90337	-2.88304	1.91506	-0.157993	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	7206.66
9.74828	-10.0294	-2.70949	1.88078	-0.19327	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	2728.88
9.78208	-10.168	-2.69968	1.86474	-0.198631	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	7403.52
9.82284	-10.3031	-2.70203	1.85366	-0.200448	9.92627	-10.4745	9.75	-10.3	0	-3.00065	2928.6
9.83223	-10.4494	-2.71588	1.82137	-0.222363	9.75524	-10.4732	9.75	-10.45	0	-3.00063	7685.89
9.87378	-10.5997	-2.77802	1.81638	-0.210458	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	2921.07
9.89518	-10.7534	-2.78117	1.79401	-0.221046	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	7950.69
9.9052	-10.8871	-2.66088	1.76197	-0.249282	9.88465	-10.9383	9.85	-10.9	0	-2.73074	3056.26
9.90753	-11.04	-2.66874	1.73037	-0.266821	9.83614	-11.041	9.85	-11.05	0	-2.73073	8155.78
9.9262	-11.1732	-2.68039	1.71683	-0.265981	9.83952	-11.1692	9.85	-11.2	0	-2.99965	3131.66
9.91753	-11.3225	-2.70156	1.68207	-0.286963	9.84568	-11.3496	9.85	-11.35	0	-2.99961	8442.85
9.93232	-11.4631	-2.72362	1.66843	-0.28488	9.87961	-11.5637	9.85	-11.5	0	-2.99843	3266.32
9.91508	-11.6135	-2.7439	1.63189	-0.306661	9.83206	-11.6307	9.85	-11.65	0	-2.99843	8691.57
9.86268	-11.711	-2.45822	1.55237	-0.399383	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	3347.87
9.83208	-11.8434	-2.47359	1.51283	-0.418419	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	8841.24
9.81893	-11.9664	-2.47463	1.48904	-0.421066	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	3378.29
9.76692	-12.1124	-2.51614	1.43747	-0.450605	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	9061.05
9.71827	-12.222	-2.39699	1.37498	-0.507832	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	3519.91
9.65865	-12.3505	-2.42364	1.3248	-0.531623	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	9182.72
9.57075	-12.4328	-2.24005	1.22508	-0.63356	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	3487.25
9.49031	-12.5511	-2.27861	1.16476	-0.660684	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	9258.6
9.42836	-12.6625	-2.26298	1.11554	-0.677848	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	3591.32
9.33627	-12.7804	-2.29571	1.05416	-0.700427	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	9337.54
9.19549	-12.8417	-2.1348	0.893477	-0.875018	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	3695.64
9.05676	-12.9474	-2.22981	0.805348	-0.91529	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	9294.22
8.92326	-13.0197	-2.22468	0.693217	-0.997794	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	3635.32
8.7907	-13.095	-2.26348	0.615032	-1.01875	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	9251.77
8.64301	-13.1463	-2.30727	0.492906	-1.11543	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	3708.76
8.49864	-13.2005	-2.36471	0.414606	-1.13433	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	9180.36
8.30386	-13.2293	-2.4861	0.260295	-1.26002	8.22926	-13.1698	8.2	-13.15	-2.72741	0	3709.9
8.14384	-13.2469	-2.51196	0.172099	-1.27646	8.03583	-13.1513	8.05	-13.15	-2.72742	0	8937.84
7.98043	-13.2515	-2.56626	0.0728686	-1.3138	7.82914	-13.0525	7.9	-13.15	-2.72986	0	3640.65
7.82638	-13.2434	-2.57646	-0.0117173	-1.32473	7.76538	-13.1647	7.75	-13.15	-2.72986	0	8751.95
7.76264	-13.2639	-2.36161	-0.0137719	-1.23064	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	3700.81
7.59886	-13.267	-2.44928	-0.0779733	-1.22769	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	8676.07
7.45768	-13.2461	-2.45533	-0.149727	-1.22977	7.21108	-13.0985	7.3	-13.25	-2.72846	0	3640.56
7.28429	-13.2332	-2.53549	-0.211398	-1.2198	7.16011	-13.2382	7.15	-13.25	-2.72844	0	8476.42
7.12026	-13.1731	-2.68733	-0.30775	-1.26937	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3622.83
6.95735	-13.1402	-2.75591	-0.361004	-1.25616	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	8233.79
6.82389	-13.0941	-2.72003	-0.419285	-1.2417	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	3697.5
6.6541	-13.044	-2.78224	-0.471286	-1.22348	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	7980.41
6.56623	-13.0171	-2.49626	-0.499403	-1.15893	6.40137	-13.0799	6.4	-13.05	-2.72678	0	3607.2
6.39349	-12.9793	-2.57995	-0.528514	-1.1231	6.26174	-13.0534	6.25	-13.05	-2.72678	0	7812.39
6.28183	-12.9233	-2.49212	-0.575538	-1.10082	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	3608.23
6.10322	-12.8789	-2.58364	-0.593668	-1.05787	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	7555.68
5.95454	-12.7673	-2.84529	-0.66631	-1.09581	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	3635.01
5.79051	-12.6993	-2.91553	-0.6871	-1.06127	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	7245.61
5.69648	-12.6391	-2.65321	-0.718053	-1.01462	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	3465.74
5.54173	-12.5708	-2.70013	-0.736612	-0.978084	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	7064.85
5.41573	-12.4542	-2.80529	-0.793394	-0.986424	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	3500.18
5.25323	-12.3766	-2.85369	-0.802726	-0.942387	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	6759.96
5.1521	-12.2832	-2.76102	-0.842484	-0.925575	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	3450.07
5.01431	-12.1908	-2.79022	-0.862334	-0.895116	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	6477.56
4.9165	-12.0773	-2.81611	-0.905487	-0.893552	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	3355.58
4.80628	-11.9879	-2.82383	-0.925976	-0.870162	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	6275.03
4.71067	-11.8586	-2.85833	-0.973247	-0.870924	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	3340.79
4.62966	-11.7292	-2.85129	-1.02256	-0.872528	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	5939.93
4.58122	-11.6293	-2.61663	-1.07101	-0.86795	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	3204.04
4.52154	-11.5129	-2.59777	-1.11784	-0.86783	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	5751.82
4.40152	-11.321	-3.10999	-1.14704	-0.858304	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	3271.59
4.36992	-11.1682	-3.099	-1.21137	-0.880074	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	5379.66
4.37354	-11.0575	-2.72891	-1.28712	-0.90948	4.43713	-11.024	4.45	-11.05	0	1.81614	3008.7
4.36693	-10.9099	-2.71191	-1.35817	-0.931261	4.45136	-10.93	4.45	-10.95	0	1.81612	5195.47
4.3451	-10.7636	-2.71108	-1.41314	-0.935085	4.44745	-10.786	4.45	-10.8	0	2.72555	2963.53
4.36059	-10.615	-2.69701	-1.488	-0.959266	4.45788	-10.6457	4.45	-10.65	0	2.72554	4963.43
4.3584	-10.4718	-2.6875	-1.54387	-0.962777	4.46329	-10.5756	4.45	-10.5	0	2.729	2885.39
4.37999	-10.3231	-2.68508	-1.61178	-0.978057	4.44057	-10.3382	4.45	-10.35	0	2.72898	4713.72
4.40168	-10.1806	-2.66254	-1.67465	-0.988582	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	2761.32
4.45464	-10.0311	-2.67093	-1.75312	-1.01274	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	4524.74
4.48517	-9.88591	-2.70005	-1.80445	-1.0053	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	2663.3
4.55309	-9.73865	-2.71542	-1.88049	-1.02584	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	4336.36
4.57455	-9.57565	-2.81591	-1.90109	-0.976753	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2503.12
4.65763	-9.43079	-2.83102	-1.9744	-0.995955	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	4163.32
4.73606	-9.29469	-2.82448	-2.04033	-1.00867	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	2437.06
4.84662	-9.14779	-2.87013	-2.11848	-1.03014	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	4011.36
4.93207	-9.02555	-2.87344	-2.17736	-1.03966	4.95209	-8.96272	5	-9.05	0.999884	1.99977	2293.74
5.02095	-8.91643	-2.86681	-2.2327	-1.04305	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	3934.32
5.09427	-8.78911	-2.87767	-2.25438	-0.990999	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	2255.98
5.21644	-8.65926	-2.91565	-2.317	-0.99786	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	3808.11
5.31879	-8.5538	-2.92041	-2.3652	-0.994301	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	2139.08
5.43218	-8.4479	-2.93891	-2.41644	-0.995263	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	3758.74
5.51808	-8.33829	-2.90363	-2.42907	-0.932021	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2095.36
5.61745	-8.2439	-2.8602	-2.472	-0.925443	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	3671.32
5.69043	-8.12615	-2.81408	-2.46159	-0.833853	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	1967.38
5.82575	-8.01385	-2.85755	-2.50564	-0.83096	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	3625.61
5.91736	-7.90353	-2.81851	-2.50528	-0.759958	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	1898.41
6.05192	-7.79637	-2.854	-2.5425	-0.754789	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	3585.34
6.13815	-7.68774	-2.7893	-2.53013	-0.67057	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	1833.52
6.26667	-7.58965	-2.80693	-2.56193	-0.665439	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	3563.69
6.36285	-7.48891	-2.74954	-2.55596	-0.597657	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	1781.4
6.48395	-7.40006	-2.74889	-2.58349	-0.592803	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	3555.8
6.59942	-7.31724	-2.76044	-2.60766	-0.588508	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	1681.06
6.73303	-7.22376	-2.81117	-2.62886	-0.579657	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	3602.73
6.78849	-7.10879	-2.63669	-2.57071	-0.437774	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	1648.48
6.90607	-7.0154	-2.64628	-2.58515	-0.428666	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	3550.67
7.03651	-6.93938	-2.66038	-2.61184	-0.433567	7.08741	-6.92602	7	-6.85	2.72856	1.81904	1649.93
7.16891	-6.84055	-2.69779	-2.62338	-0.421292	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	3600.32
7.24733	-6.73981	-2.56801	-2.58318	-0.320239	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	1602
7.37111	-6.64196	-2.5997	-2.58884	-0.308426	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	3612.31
7.52748	-6.59258	-2.71646	-2.65561	-0.391373	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	1584.72
7.6536	-6.51435	-2.74225	-2.66791	-0.384011	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	3744.6
7.76744	-6.43616	-2.69102	-2.66802	-0.352791	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	1540.53
7.89037	-6.36988	-2.67613	-2.6854	-0.351342	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	3798.56
8.00955	-6.2996	-2.63452	-2.68951	-0.327366	8.03231	-6.28406	8	-6.25	2.72931	1.81954	1554.33
8.14482	-6.21523	-2.66376	-2.6958	-0.315567	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	3864.98
8.21986	-6.13354	-2.52372	-2.66059	-0.236966	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	1509.88
8.33988	-6.04433	-2.56687	-2.65576	-0.220102	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	3914.63
8.49548	-5.9849	-2.66814	-2.69534	-0.265382	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	1522.1
8.63743	-5.906	-2.69894	-2.70207	-0.257099	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	4071.87
8.72405	-5.81871	-2.53538	-2.6626	-0.174114	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	1510.77
8.85537	-5.72613	-2.57454	-2.65634	-0.158144	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	4101.61
8.94147	-5.64814	-2.47591	-2.62769	-0.101537	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	1514.43
9.05679	-5.55384	-2.52	-2.61397	-0.0828107	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	4171.48
9.20331	-5.48827	-2.63037	-2.64769	-0.132923	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	1465.45
9.33784	-5.39531	-2.66595	-2.64147	-0.119394	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	4308.33
9.41811	-5.30061	-2.5072	-2.59399	-0.0378619	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	1489.59
9.54402	-5.20243	-2.54663	-2.58185	-0.0236394	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	4376.88
9.6367	-5.11536	-2.45149	-2.55008	0.0282267	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	1531.95
9.75573	-5.01055	-2.49384	-2.53245	0.0440873	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	4447.66
9.84363	-4.91488	-2.41285	-2.49505	0.0967103	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	1509.74
9.95511	-4.80959	-2.44905	-2.47636	0.109766	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	4523.93
10.0308	-4.70203	-2.37069	-2.42745	0.171072	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	1468.9
10.1393	-4.57057	-2.43955	-2.39427	0.194104	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	4563.86
10.2217	-4.45727	-2.41346	-2.35442	0.233696	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1458.11
10.3331	-4.30533	-2.51118	-2.31493	0.259356	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	4638.72
10.4565	-4.20953	-2.58364	-2.33286	0.211209	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1514.28
10.5587	-4.06173	-2.64973	-2.2989	0.232275	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	4701.81
10.658	-3.94569	-2.66382	-2.28386	0.234404	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	1494.9
10.7579	-3.80994	-2.70469	-2.26037	0.244466	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	4812.62
10.8044	-3.67013	-2.61181	-2.18394	0.336789	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	1484.16
10.8832	-3.52718	-2.64572	-2.15246	0.348869	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	4808.55
10.9882	-3.4261	-2.71036	-2.17889	0.281066	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	1478.12
11.0667	-3.27016	-2.78084	-2.14581	0.298756	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	4907.11
11.1094	-3.11684	-2.72695	-2.07396	0.380346	11.1178	-2.98807	11.1	-3	0.907725	2.72317	1481.25
11.1774	-2.95131	-2.77755	-2.03795	0.394327	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	4915.69
11.2278	-2.80021	-2.77187	-1.99338	0.426298	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	1453.32
